Name,Year,Club,unique_ID,Role,Name_Year
Mattia Zaccagni,2020,Hellas Verona,Mattia Zaccagni_2020_Hellas Verona,left-winger,Mattia Zaccagni_2020
Mattia Zaccagni,2021,Hellas Verona,Mattia Zaccagni_2021_Hellas Verona,left-winger,Mattia Zaccagni_2021
Mattia Zaccagni,2022,Lazio,Mattia Zaccagni_2022_Lazio,left-winger,Mattia Zaccagni_2022
Mattia Zaccagni,2023,Lazio,Mattia Zaccagni_2023_Lazio,left-winger,Mattia Zaccagni_2023
Max Gradel,2019,Toulouse,Max Gradel_2019_Toulouse,left-winger,Max Gradel_2019
Max Gradel,2020,Toulouse,Max Gradel_2020_Toulouse,left-winger,Max Gradel_2020
Maxwel Cornet,2019,Lyon,Maxwel Cornet_2019_Lyon,left-winger,Maxwel Cornet_2019
Maxwel Cornet,2020,Lyon,Maxwel Cornet_2020_Lyon,left-winger,Maxwel Cornet_2020
Maxwel Cornet,2021,Lyon,Maxwel Cornet_2021_Lyon,left-winger,Maxwel Cornet_2021
Maxwel Cornet,2022,Burnley,Maxwel Cornet_2022_Burnley,left-winger,Maxwel Cornet_2022
Mehdi Chahiri,2021,Strasbourg,Mehdi Chahiri_2021_Strasbourg,left-winger,Mehdi Chahiri_2021
Mikel Oyarzabal,2019,Real Sociedad,Mikel Oyarzabal_2019_Real Sociedad,left-winger,Mikel Oyarzabal_2019
Mikel Oyarzabal,2020,Real Sociedad,Mikel Oyarzabal_2020_Real Sociedad,left-winger,Mikel Oyarzabal_2020
Mikel Oyarzabal,2021,Real Sociedad,Mikel Oyarzabal_2021_Real Sociedad,left-winger,Mikel Oyarzabal_2021
Mikel Oyarzabal,2022,Real Sociedad,Mikel Oyarzabal_2022_Real Sociedad,left-winger,Mikel Oyarzabal_2022
Mikel Oyarzabal,2023,Real Sociedad,Mikel Oyarzabal_2023_Real Sociedad,left-winger,Mikel Oyarzabal_2023
Mikkel Damsgaard,2021,Sampdoria,Mikkel Damsgaard_2021_Sampdoria,left-winger,Mikkel Damsgaard_2021
Mikkel Damsgaard,2022,Sampdoria,Mikkel Damsgaard_2022_Sampdoria,left-winger,Mikkel Damsgaard_2022
Mikkel Damsgaard,2023,Brentford,Mikkel Damsgaard_2023_Brentford,left-winger,Mikkel Damsgaard_2023
Mitchell van Bergen,2022,Reims,Mitchell van Bergen_2022_Reims,left-winger,Mitchell van Bergen_2022
Mitchell van Bergen,2023,Reims,Mitchell van Bergen_2023_Reims,left-winger,Mitchell van Bergen_2023
Mohamed Elyounoussi,2019,Southampton,Mohamed Elyounoussi_2019_Southampton,left-winger,Mohamed Elyounoussi_2019
Mohamed Elyounoussi,2022,Southampton,Mohamed Elyounoussi_2022_Southampton,left-winger,Mohamed Elyounoussi_2022
Mohamed Elyounoussi,2023,Southampton,Mohamed Elyounoussi_2023_Southampton,left-winger,Mohamed Elyounoussi_2023
Moi Gomez,2020,Villarreal,Moi Gomez_2020_Villarreal,left-winger,Moi Gomez_2020
Moi Gomez,2021,Villarreal,Moi Gomez_2021_Villarreal,left-winger,Moi Gomez_2021
Moi Gomez,2022,Villarreal,Moi Gomez_2022_Villarreal,left-winger,Moi Gomez_2022
Moi Gomez,2023,Osasuna,Moi Gomez_2023_Osasuna,left-winger,Moi Gomez_2023
Moses Simon,2020,Nantes,Moses Simon_2020_Nantes,left-winger,Moses Simon_2020
Moses Simon,2021,Nantes,Moses Simon_2021_Nantes,left-winger,Moses Simon_2021
Moses Simon,2022,Nantes,Moses Simon_2022_Nantes,left-winger,Moses Simon_2022
Moses Simon,2023,Nantes,Moses Simon_2023_Nantes,left-winger,Moses Simon_2023
Moussa Djenepo,2020,Southampton,Moussa Djenepo_2020_Southampton,left-winger,Moussa Djenepo_2020
Moussa Djenepo,2021,Southampton,Moussa Djenepo_2021_Southampton,left-winger,Moussa Djenepo_2021
Moussa Djenepo,2022,Southampton,Moussa Djenepo_2022_Southampton,left-winger,Moussa Djenepo_2022
Moussa Djenepo,2023,Southampton,Moussa Djenepo_2023_Southampton,left-winger,Moussa Djenepo_2023
Moussa Doumbia,2019,Reims,Moussa Doumbia_2019_Reims,left-winger,Moussa Doumbia_2019
Moussa Doumbia,2020,Reims,Moussa Doumbia_2020_Reims,left-winger,Moussa Doumbia_2020
Moussa Doumbia,2021,Reims,Moussa Doumbia_2021_Reims,left-winger,Moussa Doumbia_2021
Musa Barrow,2019,Atalanta,Musa Barrow_2019_Atalanta,left-winger,Musa Barrow_2019
Musa Barrow,2020,Bologna,Musa Barrow_2020_Bologna,left-winger,Musa Barrow_2020
Musa Barrow,2021,Bologna,Musa Barrow_2021_Bologna,left-winger,Musa Barrow_2021
Musa Barrow,2022,Bologna,Musa Barrow_2022_Bologna,left-winger,Musa Barrow_2022
Musa Barrow,2023,Bologna,Musa Barrow_2023_Bologna,left-winger,Musa Barrow_2023
Myziane Maolida,2019,Nice,Myziane Maolida_2019_Nice,left-winger,Myziane Maolida_2019
Myziane Maolida,2020,Nice,Myziane Maolida_2020_Nice,left-winger,Myziane Maolida_2020
Myziane Maolida,2021,Nice,Myziane Maolida_2021_Nice,left-winger,Myziane Maolida_2021
Myziane Maolida,2022,Hertha BSC,Myziane Maolida_2022_Hertha BSC,left-winger,Myziane Maolida_2022
Nacer Chadli,2019,Monaco,Nacer Chadli_2019_Monaco,left-winger,Nacer Chadli_2019
Nathanael Mbuku,2021,Reims,Nathanael Mbuku_2021_Reims,left-winger,Nathanael Mbuku_2021
Nathanael Mbuku,2022,Reims,Nathanael Mbuku_2022_Reims,left-winger,Nathanael Mbuku_2022
Neeskens Kebano,2023,Fulham,Neeskens Kebano_2023_Fulham,left-winger,Neeskens Kebano_2023
Nemanja Radonjic,2019,Marseille,Nemanja Radonjic_2019_Marseille,left-winger,Nemanja Radonjic_2019
Nemanja Radonjic,2020,Marseille,Nemanja Radonjic_2020_Marseille,left-winger,Nemanja Radonjic_2020
Nemanja Radonjic,2021,Hertha BSC,Nemanja Radonjic_2021_Hertha BSC,left-winger,Nemanja Radonjic_2021
Nemanja Radonjic,2023,Torino,Nemanja Radonjic_2023_Torino,left-winger,Nemanja Radonjic_2023
Neymar,2019,Paris S-G,Neymar_2019_Paris S-G,left-winger,Neymar_2019
Neymar,2020,Paris S-G,Neymar_2020_Paris S-G,left-winger,Neymar_2020
Neymar,2021,Paris S-G,Neymar_2021_Paris S-G,left-winger,Neymar_2021
Neymar,2022,Paris S-G,Neymar_2022_Paris S-G,left-winger,Neymar_2022
Neymar,2023,Paris S-G,Neymar_2023_Paris S-G,left-winger,Neymar_2023
Nicola Sansone,2019,Bologna,Nicola Sansone_2019_Bologna,left-winger,Nicola Sansone_2019
Nicola Sansone,2020,Bologna,Nicola Sansone_2020_Bologna,left-winger,Nicola Sansone_2020
Nicola Sansone,2021,Bologna,Nicola Sansone_2021_Bologna,left-winger,Nicola Sansone_2021
Nicola Sansone,2022,Bologna,Nicola Sansone_2022_Bologna,left-winger,Nicola Sansone_2022
Nicola Sansone,2023,Bologna,Nicola Sansone_2023_Bologna,left-winger,Nicola Sansone_2023
Nicolas Gonzalez,2022,Barcelona,Nicolas Gonzalez_2022_Barcelona,left-winger,Nicolas Gonzalez_2022
Nicolas Gonzalez,2022,Fiorentina,Nicolas Gonzalez_2022_Fiorentina,left-winger,Nicolas Gonzalez_2022
Nicolas Gonzalez,2023,Fiorentina,Nicolas Gonzalez_2023_Fiorentina,left-winger,Nicolas Gonzalez_2023
Nicolas Gonzalez,2023,Valencia,Nicolas Gonzalez_2023_Valencia,left-winger,Nicolas Gonzalez_2023
Nolito,2020,Sevilla,Nolito_2020_Sevilla,left-winger,Nolito_2020
Nolito,2021,Celta Vigo,Nolito_2021_Celta Vigo,left-winger,Nolito_2021
Nolito,2022,Celta Vigo,Nolito_2022_Celta Vigo,left-winger,Nolito_2022
Opa Nguette,2020,Metz,Opa Nguette_2020_Metz,left-winger,Opa Nguette_2020
Opa Nguette,2021,Metz,Opa Nguette_2021_Metz,left-winger,Opa Nguette_2021
Opa Nguette,2022,Metz,Opa Nguette_2022_Metz,left-winger,Opa Nguette_2022
Oussama Idrissi,2022,Cadiz,Oussama Idrissi_2022_Cadiz,left-winger,Oussama Idrissi_2022
Pablo Piatti,2019,Espanyol,Pablo Piatti_2019_Espanyol,left-winger,Pablo Piatti_2019
Papa Ndiaga Yade,2021,Metz,Papa Ndiaga Yade_2021_Metz,left-winger,Papa Ndiaga Yade_2021
Papu Gomez,2019,Atalanta,Papu Gomez_2019_Atalanta,left-winger,Papu Gomez_2019
Papu Gomez,2020,Atalanta,Papu Gomez_2020_Atalanta,left-winger,Papu Gomez_2020
Papu Gomez,2021,Atalanta,Papu Gomez_2021_Atalanta,left-winger,Papu Gomez_2021
Papu Gomez,2021,Sevilla,Papu Gomez_2021_Sevilla,left-winger,Papu Gomez_2021
Papu Gomez,2022,Sevilla,Papu Gomez_2022_Sevilla,left-winger,Papu Gomez_2022
Papu Gomez,2023,Sevilla,Papu Gomez_2023_Sevilla,left-winger,Papu Gomez_2023
Paulinho,2022,Leverkusen,Paulinho_2022_Leverkusen,left-winger,Paulinho_2022
Pere Milla,2021,Elche,Pere Milla_2021_Elche,left-winger,Pere Milla_2021
Pere Milla,2022,Elche,Pere Milla_2022_Elche,left-winger,Pere Milla_2022
Pere Milla,2023,Elche,Pere Milla_2023_Elche,left-winger,Pere Milla_2023
Phil Foden,2020,Manchester City,Phil Foden_2020_Manchester City,left-winger,Phil Foden_2020
Phil Foden,2021,Manchester City,Phil Foden_2021_Manchester City,left-winger,Phil Foden_2021
Phil Foden,2022,Manchester City,Phil Foden_2022_Manchester City,left-winger,Phil Foden_2022
Phil Foden,2023,Manchester City,Phil Foden_2023_Manchester City,left-winger,Phil Foden_2023
Philippe Coutinho,2021,Barcelona,Philippe Coutinho_2021_Barcelona,left-winger,Philippe Coutinho_2021
Philippe Coutinho,2022,Aston Villa,Philippe Coutinho_2022_Aston Villa,left-winger,Philippe Coutinho_2022
Philippe Coutinho,2022,Barcelona,Philippe Coutinho_2022_Barcelona,left-winger,Philippe Coutinho_2022
Philippe Coutinho,2023,Aston Villa,Philippe Coutinho_2023_Aston Villa,left-winger,Philippe Coutinho_2023
Pione Sisto,2019,Celta Vigo,Pione Sisto_2019_Celta Vigo,left-winger,Pione Sisto_2019
Pione Sisto,2020,Celta Vigo,Pione Sisto_2020_Celta Vigo,left-winger,Pione Sisto_2020
Rafael Leao,2020,Milan,Rafael Leao_2020_Milan,left-winger,Rafael Leao_2020
Rafael Leao,2021,Milan,Rafael Leao_2021_Milan,left-winger,Rafael Leao_2021
Rafael Leao,2022,Milan,Rafael Leao_2022_Milan,left-winger,Rafael Leao_2022
Rafael Leao,2023,Milan,Rafael Leao_2023_Milan,left-winger,Rafael Leao_2023
Rafael Ratao,2023,Toulouse,Rafael Ratao_2023_Toulouse,left-winger,Rafael Ratao_2023
Raheem Sterling,2019,Manchester City,Raheem Sterling_2019_Manchester City,left-winger,Raheem Sterling_2019
Raheem Sterling,2020,Manchester City,Raheem Sterling_2020_Manchester City,left-winger,Raheem Sterling_2020
Raheem Sterling,2021,Manchester City,Raheem Sterling_2021_Manchester City,left-winger,Raheem Sterling_2021
Raheem Sterling,2022,Manchester City,Raheem Sterling_2022_Manchester City,left-winger,Raheem Sterling_2022
Raheem Sterling,2023,Chelsea,Raheem Sterling_2023_Chelsea,left-winger,Raheem Sterling_2023
Riccardo Sottil,2022,Fiorentina,Riccardo Sottil_2022_Fiorentina,left-winger,Riccardo Sottil_2022
Riccardo Sottil,2023,Fiorentina,Riccardo Sottil_2023_Fiorentina,left-winger,Riccardo Sottil_2023
Roberto Massimo,2021,Stuttgart,Roberto Massimo_2021_Stuttgart,left-winger,Roberto Massimo_2021
Roberto Massimo,2022,Stuttgart,Roberto Massimo_2022_Stuttgart,left-winger,Roberto Massimo_2022
Ruben Garcia,2020,Osasuna,Ruben Garcia_2020_Osasuna,left-winger,Ruben Garcia_2020
Ruben Garcia,2021,Osasuna,Ruben Garcia_2021_Osasuna,left-winger,Ruben Garcia_2021
Ruben Garcia,2022,Osasuna,Ruben Garcia_2022_Osasuna,left-winger,Ruben Garcia_2022
Ruben Garcia,2023,Osasuna,Ruben Garcia_2023_Osasuna,left-winger,Ruben Garcia_2023
Ruben Vargas,2020,Augsburg,Ruben Vargas_2020_Augsburg,left-winger,Ruben Vargas_2020
Ruben Vargas,2021,Augsburg,Ruben Vargas_2021_Augsburg,left-winger,Ruben Vargas_2021
Ruben Vargas,2022,Augsburg,Ruben Vargas_2022_Augsburg,left-winger,Ruben Vargas_2022
Ruben Vargas,2023,Augsburg,Ruben Vargas_2023_Augsburg,left-winger,Ruben Vargas_2023
Ryan Fraser,2019,Bournemouth,Ryan Fraser_2019_Bournemouth,left-winger,Ryan Fraser_2019
Ryan Fraser,2020,Bournemouth,Ryan Fraser_2020_Bournemouth,left-winger,Ryan Fraser_2020
Ryan Fraser,2021,Newcastle Utd,Ryan Fraser_2021_Newcastle Utd,left-winger,Ryan Fraser_2021
Ryan Fraser,2022,Newcastle Utd,Ryan Fraser_2022_Newcastle Utd,left-winger,Ryan Fraser_2022
Sadio Mane,2019,Liverpool,Sadio Mane_2019_Liverpool,left-winger,Sadio Mane_2019
Sadio Mane,2020,Liverpool,Sadio Mane_2020_Liverpool,left-winger,Sadio Mane_2020
Sadio Mane,2021,Liverpool,Sadio Mane_2021_Liverpool,left-winger,Sadio Mane_2021
Sadio Mane,2022,Liverpool,Sadio Mane_2022_Liverpool,left-winger,Sadio Mane_2022
Sadio Mane,2023,Bayern Munich,Sadio Mane_2023_Bayern Munich,left-winger,Sadio Mane_2023
Said Benrahma,2021,West Ham,Said Benrahma_2021_West Ham,left-winger,Said Benrahma_2021
Said Benrahma,2022,West Ham,Said Benrahma_2022_West Ham,left-winger,Said Benrahma_2022
Said Benrahma,2023,West Ham,Said Benrahma_2023_West Ham,left-winger,Said Benrahma_2023
Salomon Kalou,2019,Hertha BSC,Salomon Kalou_2019_Hertha BSC,left-winger,Salomon Kalou_2019
Sofiane Boufal,2021,Angers,Sofiane Boufal_2021_Angers,left-winger,Sofiane Boufal_2021
Sofiane Boufal,2022,Angers,Sofiane Boufal_2022_Angers,left-winger,Sofiane Boufal_2022
Sofiane Boufal,2023,Angers,Sofiane Boufal_2023_Angers,left-winger,Sofiane Boufal_2023
Sofiane Diop,2021,Monaco,Sofiane Diop_2021_Monaco,left-winger,Sofiane Diop_2021
Sofiane Diop,2022,Monaco,Sofiane Diop_2022_Monaco,left-winger,Sofiane Diop_2022
Sofiane Diop,2023,Nice,Sofiane Diop_2023_Nice,left-winger,Sofiane Diop_2023
Stephan El Shaarawy,2021,Roma,Stephan El Shaarawy_2021_Roma,left-winger,Stephan El Shaarawy_2021
Stephan El Shaarawy,2022,Roma,Stephan El Shaarawy_2022_Roma,left-winger,Stephan El Shaarawy_2022
Stephan El Shaarawy,2023,Roma,Stephan El Shaarawy_2023_Roma,left-winger,Stephan El Shaarawy_2023
Stephy Mavididi,2021,Montpellier,Stephy Mavididi_2021_Montpellier,left-winger,Stephy Mavididi_2021
Stephy Mavididi,2022,Montpellier,Stephy Mavididi_2022_Montpellier,left-winger,Stephy Mavididi_2022
Stephy Mavididi,2023,Montpellier,Stephy Mavididi_2023_Montpellier,left-winger,Stephy Mavididi_2023
Steven Bergwijn,2020,Tottenham,Steven Bergwijn_2020_Tottenham,left-winger,Steven Bergwijn_2020
Steven Bergwijn,2021,Tottenham,Steven Bergwijn_2021_Tottenham,left-winger,Steven Bergwijn_2021
Steven Zuber,2019,Hoffenheim,Steven Zuber_2019_Hoffenheim,left-winger,Steven Zuber_2019
Steven Zuber,2019,Stuttgart,Steven Zuber_2019_Stuttgart,left-winger,Steven Zuber_2019
Steven Zuber,2020,Hoffenheim,Steven Zuber_2020_Hoffenheim,left-winger,Steven Zuber_2020
Steven Zuber,2021,Eint Frankfurt,Steven Zuber_2021_Eint Frankfurt,left-winger,Steven Zuber_2021
Takashi Inui,2020,Eibar,Takashi Inui_2020_Eibar,left-winger,Takashi Inui_2020
Takashi Inui,2021,Eibar,Takashi Inui_2021_Eibar,left-winger,Takashi Inui_2021
Takumi Minamino,2021,Southampton,Takumi Minamino_2021_Southampton,left-winger,Takumi Minamino_2021
Takumi Minamino,2023,Monaco,Takumi Minamino_2023_Monaco,left-winger,Takumi Minamino_2023
Tete Morente,2021,Elche,Tete Morente_2021_Elche,left-winger,Tete Morente_2021
Tete Morente,2022,Elche,Tete Morente_2022_Elche,left-winger,Tete Morente_2022
Tete Morente,2023,Elche,Tete Morente_2023_Elche,left-winger,Tete Morente_2023
Thorgan Hazard,2020,Dortmund,Thorgan Hazard_2020_Dortmund,left-winger,Thorgan Hazard_2020
Thorgan Hazard,2021,Dortmund,Thorgan Hazard_2021_Dortmund,left-winger,Thorgan Hazard_2021
Thorgan Hazard,2022,Dortmund,Thorgan Hazard_2022_Dortmund,left-winger,Thorgan Hazard_2022
Toni Villa,2019,Valladolid,Toni Villa_2019_Valladolid,left-winger,Toni Villa_2019
Toni Villa,2020,Valladolid,Toni Villa_2020_Valladolid,left-winger,Toni Villa_2020
Toni Villa,2021,Valladolid,Toni Villa_2021_Valladolid,left-winger,Toni Villa_2021
Toni Villa,2023,Girona,Toni Villa_2023_Girona,left-winger,Toni Villa_2023
Vincenzo Grifo,2019,Freiburg,Vincenzo Grifo_2019_Freiburg,left-winger,Vincenzo Grifo_2019
Vincenzo Grifo,2020,Freiburg,Vincenzo Grifo_2020_Freiburg,left-winger,Vincenzo Grifo_2020
Vincenzo Grifo,2021,Freiburg,Vincenzo Grifo_2021_Freiburg,left-winger,Vincenzo Grifo_2021
Vincenzo Grifo,2022,Freiburg,Vincenzo Grifo_2022_Freiburg,left-winger,Vincenzo Grifo_2022
Vincenzo Grifo,2023,Freiburg,Vincenzo Grifo_2023_Freiburg,left-winger,Vincenzo Grifo_2023
Vinicius Junior,2019,Real Madrid,Vinicius Junior_2019_Real Madrid,left-winger,Vinicius Junior_2019
Vinicius Junior,2020,Real Madrid,Vinicius Junior_2020_Real Madrid,left-winger,Vinicius Junior_2020
Vinicius Junior,2021,Real Madrid,Vinicius Junior_2021_Real Madrid,left-winger,Vinicius Junior_2021
Vinicius Junior,2022,Real Madrid,Vinicius Junior_2022_Real Madrid,left-winger,Vinicius Junior_2022
Vinicius Junior,2023,Real Madrid,Vinicius Junior_2023_Real Madrid,left-winger,Vinicius Junior_2023
Waldo Rubio,2019,Valladolid,Waldo Rubio_2019_Valladolid,left-winger,Waldo Rubio_2019
Waldo Rubio,2020,Valladolid,Waldo Rubio_2020_Valladolid,left-winger,Waldo Rubio_2020
Waldo Rubio,2021,Valladolid,Waldo Rubio_2021_Valladolid,left-winger,Waldo Rubio_2021
Wilfried Zaha,2019,Crystal Palace,Wilfried Zaha_2019_Crystal Palace,left-winger,Wilfried Zaha_2019
Wilfried Zaha,2020,Crystal Palace,Wilfried Zaha_2020_Crystal Palace,left-winger,Wilfried Zaha_2020
Wilfried Zaha,2021,Crystal Palace,Wilfried Zaha_2021_Crystal Palace,left-winger,Wilfried Zaha_2021
Wilfried Zaha,2022,Crystal Palace,Wilfried Zaha_2022_Crystal Palace,left-winger,Wilfried Zaha_2022
Wilfried Zaha,2023,Crystal Palace,Wilfried Zaha_2023_Crystal Palace,left-winger,Wilfried Zaha_2023
Willian,2019,Chelsea,Willian_2019_Chelsea,left-winger,Willian_2019
Willian,2020,Chelsea,Willian_2020_Chelsea,left-winger,Willian_2020
Willian,2023,Fulham,Willian_2023_Fulham,left-winger,Willian_2023
Yann Karamoh,2020,Parma,Yann Karamoh_2020_Parma,left-winger,Yann Karamoh_2020
Yann Karamoh,2021,Parma,Yann Karamoh_2021_Parma,left-winger,Yann Karamoh_2021
Yann Karamoh,2023,Torino,Yann Karamoh_2023_Torino,left-winger,Yann Karamoh_2023
Yoane Wissa,2022,Brentford,Yoane Wissa_2022_Brentford,left-winger,Yoane Wissa_2022
Yoane Wissa,2023,Brentford,Yoane Wissa_2023_Brentford,left-winger,Yoane Wissa_2023
Yoann Cathline,2023,Lorient,Yoann Cathline_2023_Lorient,left-winger,Yoann Cathline_2023
Youcef Belaili,2022,Brest,Youcef Belaili_2022_Brest,left-winger,Youcef Belaili_2022
Youcef Belaili,2023,Ajaccio,Youcef Belaili_2023_Ajaccio,left-winger,Youcef Belaili_2023
Aaron Hickey,2021,Bologna,Aaron Hickey_2021_Bologna,right-back,Aaron Hickey_2021
Aaron Hickey,2022,Bologna,Aaron Hickey_2022_Bologna,right-back,Aaron Hickey_2022
Aaron Hickey,2023,Brentford,Aaron Hickey_2023_Brentford,right-back,Aaron Hickey_2023
Aaron Wan-Bissaka,2020,Manchester Utd,Aaron Wan-Bissaka_2020_Manchester Utd,right-back,Aaron Wan-Bissaka_2020
Aaron Wan-Bissaka,2021,Manchester Utd,Aaron Wan-Bissaka_2021_Manchester Utd,right-back,Aaron Wan-Bissaka_2021
Aaron Wan-Bissaka,2022,Manchester Utd,Aaron Wan-Bissaka_2022_Manchester Utd,right-back,Aaron Wan-Bissaka_2022
Aaron Wan-Bissaka,2023,Manchester Utd,Aaron Wan-Bissaka_2023_Manchester Utd,right-back,Aaron Wan-Bissaka_2023
Abdoulaye Bamba,2019,Angers,Abdoulaye Bamba_2019_Angers,right-back,Abdoulaye Bamba_2019
Abdoulaye Bamba,2020,Angers,Abdoulaye Bamba_2020_Angers,right-back,Abdoulaye Bamba_2020
Abdoulaye Bamba,2021,Angers,Abdoulaye Bamba_2021_Angers,right-back,Abdoulaye Bamba_2021
Abdoulaye Bamba,2023,Angers,Abdoulaye Bamba_2023_Angers,right-back,Abdoulaye Bamba_2023
Achraf Hakimi,2019,Dortmund,Achraf Hakimi_2019_Dortmund,right-back,Achraf Hakimi_2019
Achraf Hakimi,2020,Dortmund,Achraf Hakimi_2020_Dortmund,right-back,Achraf Hakimi_2020
Achraf Hakimi,2022,Paris S-G,Achraf Hakimi_2022_Paris S-G,right-back,Achraf Hakimi_2022
Achraf Hakimi,2023,Paris S-G,Achraf Hakimi_2023_Paris S-G,right-back,Achraf Hakimi_2023
Adam Marusic,2019,Lazio,Adam Marusic_2019_Lazio,right-back,Adam Marusic_2019
Adam Marusic,2020,Lazio,Adam Marusic_2020_Lazio,right-back,Adam Marusic_2020
Adam Marusic,2021,Lazio,Adam Marusic_2021_Lazio,right-back,Adam Marusic_2021
Adam Marusic,2022,Lazio,Adam Marusic_2022_Lazio,right-back,Adam Marusic_2022
Adam Marusic,2023,Lazio,Adam Marusic_2023_Lazio,right-back,Adam Marusic_2023
Adam Smith,2019,Bournemouth,Adam Smith_2019_Bournemouth,right-back,Adam Smith_2019
Adam Smith,2020,Bournemouth,Adam Smith_2020_Bournemouth,right-back,Adam Smith_2020
Adam Smith,2023,Bournemouth,Adam Smith_2023_Bournemouth,right-back,Adam Smith_2023
Ahmed Elmohamady,2020,Aston Villa,Ahmed Elmohamady_2020_Aston Villa,right-back,Ahmed Elmohamady_2020
Ahmed Elmohamady,2021,Aston Villa,Ahmed Elmohamady_2021_Aston Villa,right-back,Ahmed Elmohamady_2021
Akim Zedadka,2023,Auxerre,Akim Zedadka_2023_Auxerre,right-back,Akim Zedadka_2023
Alessandro Florenzi,2019,Roma,Alessandro Florenzi_2019_Roma,right-back,Alessandro Florenzi_2019
Alessandro Florenzi,2020,Roma,Alessandro Florenzi_2020_Roma,right-back,Alessandro Florenzi_2020
Alessandro Florenzi,2020,Valencia,Alessandro Florenzi_2020_Valencia,right-back,Alessandro Florenzi_2020
Alessandro Florenzi,2022,Milan,Alessandro Florenzi_2022_Milan,right-back,Alessandro Florenzi_2022
Alessandro Zanoli,2022,Napoli,Alessandro Zanoli_2022_Napoli,right-back,Alessandro Zanoli_2022
Alessandro Zanoli,2023,Sampdoria,Alessandro Zanoli_2023_Sampdoria,right-back,Alessandro Zanoli_2023
Allan Nyom,2020,Getafe,Allan Nyom_2020_Getafe,right-back,Allan Nyom_2020
Allan Nyom,2021,Getafe,Allan Nyom_2021_Getafe,right-back,Allan Nyom_2021
Alvaro Odriozola,2019,Real Madrid,Alvaro Odriozola_2019_Real Madrid,right-back,Alvaro Odriozola_2019
Alvaro Odriozola,2021,Real Madrid,Alvaro Odriozola_2021_Real Madrid,right-back,Alvaro Odriozola_2021
Alvaro Odriozola,2022,Fiorentina,Alvaro Odriozola_2022_Fiorentina,right-back,Alvaro Odriozola_2022
Alvaro Tejero,2020,Eibar,Alvaro Tejero_2020_Eibar,right-back,Alvaro Tejero_2020
Ander Capa,2019,Athletic Club,Ander Capa_2019_Athletic Club,right-back,Ander Capa_2019
Ander Capa,2020,Athletic Club,Ander Capa_2020_Athletic Club,right-back,Ander Capa_2020
Ander Capa,2021,Athletic Club,Ander Capa_2021_Athletic Club,right-back,Ander Capa_2021
Andoni Gorosabel,2019,Real Sociedad,Andoni Gorosabel_2019_Real Sociedad,right-back,Andoni Gorosabel_2019
Andoni Gorosabel,2020,Real Sociedad,Andoni Gorosabel_2020_Real Sociedad,right-back,Andoni Gorosabel_2020
Andoni Gorosabel,2021,Real Sociedad,Andoni Gorosabel_2021_Real Sociedad,right-back,Andoni Gorosabel_2021
Andoni Gorosabel,2022,Real Sociedad,Andoni Gorosabel_2022_Real Sociedad,right-back,Andoni Gorosabel_2022
Andoni Gorosabel,2023,Real Sociedad,Andoni Gorosabel_2023_Real Sociedad,right-back,Andoni Gorosabel_2023
Andrea Conti,2020,Milan,Andrea Conti_2020_Milan,right-back,Andrea Conti_2020
Andrea Conti,2021,Parma,Andrea Conti_2021_Parma,right-back,Andrea Conti_2021
Antoine Mendy,2023,Nice,Antoine Mendy_2023_Nice,right-back,Antoine Mendy_2023
Antonio Barragan,2021,Elche,Antonio Barragan_2021_Elche,right-back,Antonio Barragan_2021
Antonio Barragan,2022,Elche,Antonio Barragan_2022_Elche,right-back,Antonio Barragan_2022
Antonito,2019,Valladolid,Antonito_2019_Valladolid,right-back,Antonito_2019
Antonito,2020,Valladolid,Antonito_2020_Valladolid,right-back,Antonito_2020
Arnau Martinez,2023,Girona,Arnau Martinez_2023_Girona,right-back,Arnau Martinez_2023
Arnaud Souquet,2020,Montpellier,Arnaud Souquet_2020_Montpellier,right-back,Arnaud Souquet_2020
Arnaud Souquet,2021,Montpellier,Arnaud Souquet_2021_Montpellier,right-back,Arnaud Souquet_2021
Arnaud Souquet,2022,Montpellier,Arnaud Souquet_2022_Montpellier,right-back,Arnaud Souquet_2022
Arturo Calabresi,2019,Bologna,Arturo Calabresi_2019_Bologna,right-back,Arturo Calabresi_2019
Arturo Calabresi,2020,Amiens,Arturo Calabresi_2020_Amiens,right-back,Arturo Calabresi_2020
Ashley Young,2019,Manchester Utd,Ashley Young_2019_Manchester Utd,right-back,Ashley Young_2019
Ashley Young,2020,Inter,Ashley Young_2020_Inter,right-back,Ashley Young_2020
Ashley Young,2020,Manchester Utd,Ashley Young_2020_Manchester Utd,right-back,Ashley Young_2020
Ashley Young,2021,Inter,Ashley Young_2021_Inter,right-back,Ashley Young_2021
Ashley Young,2022,Aston Villa,Ashley Young_2022_Aston Villa,right-back,Ashley Young_2022
Ashley Young,2023,Aston Villa,Ashley Young_2023_Aston Villa,right-back,Ashley Young_2023
Aurelio Buta,2023,Eint Frankfurt,Aurelio Buta_2023_Eint Frankfurt,right-back,Aurelio Buta_2023
Bafode Diakite,2019,Toulouse,Bafode Diakite_2019_Toulouse,right-back,Bafode Diakite_2019
Bafode Diakite,2020,Toulouse,Bafode Diakite_2020_Toulouse,right-back,Bafode Diakite_2020
Bafode Diakite,2023,Lille,Bafode Diakite_2023_Lille,right-back,Bafode Diakite_2023
